name,record,wins,losses,draws,height,weight,reach,stance,dob,strikes_landed_per_min,striking_accuracy,strikes_absorbed_per_min,striking_defense,takedown_average,takedown_accuracy,takedown_defense,submission_average,fighter_url,height_inches,weight_lbs,reach_inches,dob_parsed,total_fights,win_percentage
Nazim Sadykhov,11-1-1,11.0,1.0,1.0,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994",5.55,0.0,5.89,0.5,0.0,0.55,0.75,0.0,http://ufcstats.com/fighter-details/ff62013d2fce6d13,70.0,155.0,69.0,1994-05-16,13.0,0.8461538461538461
Robelis Despaigne,5-2-0,5.0,2.0,0.0,"6' 7""",265 lbs.,"84""",Orthodox,"Sep 09, 1988",2.11,0.0,2.54,0.46,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/140567899d98978a,79.0,265.0,84.0,1988-09-09,7.0,0.7142857142857143
Brad Katona,16-5-0,16.0,5.0,0.0,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991",4.81,0.0,4.75,0.5,0.0,0.34,0.61,0.0,http://ufcstats.com/fighter-details/7b433309b0fd12aa,66.0,135.0,64.0,1991-12-19,21.0,0.7619047619047619
Ryan Spann,23-11-0,23.0,11.0,0.0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.19,0.0,4.14,0.43,0.0,0.34,0.52,0.0,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,77.0,205.0,79.0,1991-08-24,34.0,0.6764705882352942
Toshiomi Kazama,11-5-0,11.0,5.0,0.0,"5' 7""",135 lbs.,"69""",Orthodox,"May 15, 1997",1.49,0.0,4.56,0.38,0.0,0.16,0.66,0.0,http://ufcstats.com/fighter-details/148bb103cfbf123e,67.0,135.0,69.0,1997-05-15,16.0,0.6875
Deiveson Figueiredo,25-5-1,25.0,5.0,1.0,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987",2.75,0.0,3.54,0.49,0.0,0.35,0.57,0.0,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,65.0,135.0,68.0,1987-12-18,31.0,0.8064516129032258
Kevin Christian,9-3-0,9.0,3.0,0.0,"6' 7""",205 lbs.,"80""",Orthodox,"Jan 21, 1995",1.64,0.0,2.65,0.44,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/7e9b36a9847db116,79.0,205.0,80.0,1995-01-21,12.0,0.75
Shamil Gaziev,14-2-0,14.0,2.0,0.0,"6' 4""",265 lbs.,"78""",Orthodox,"Feb 10, 1990",2.62,0.0,3.97,0.45,0.0,0.3,0.83,0.0,http://ufcstats.com/fighter-details/6747ccd6d1acd266,76.0,265.0,78.0,1990-02-10,16.0,0.875
Juliana Miller,5-3-0,5.0,3.0,0.0,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996",2.73,0.0,3.78,0.36,0.0,0.38,0.44,0.0,http://ufcstats.com/fighter-details/aa0c573da7119292,67.0,125.0,66.0,1996-05-07,8.0,0.625
Carlos Vera,12-4-0,12.0,4.0,0.0,"5' 6""",135 lbs.,"69""",Orthodox,"Nov 05, 1987",1.53,0.0,2.79,0.49,0.0,0.0,0.25,0.0,http://ufcstats.com/fighter-details/07f959e6596307bb,66.0,135.0,69.0,1987-11-05,16.0,0.75
Brian Ortega,16-5-0 (1 NC),16.0,5.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/def8166ff24bd237,0.0,0.0,0.0,,21.0,0.7619047619047619
Josefine Knutsson,8-1-0,8.0,1.0,0.0,"5' 3""",115 lbs.,"60""",Orthodox,"Jan 16, 1996",4.24,0.0,2.13,0.54,0.0,0.72,0.35,0.0,http://ufcstats.com/fighter-details/971dba22c622af12,63.0,115.0,60.0,1996-01-16,9.0,0.8888888888888888
Francis Marshall,8-3-0,8.0,3.0,0.0,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 03, 1999",3.46,0.0,4.1,0.54,0.0,0.44,0.66,0.0,http://ufcstats.com/fighter-details/5d495dec23d7c68e,69.0,145.0,72.0,1999-03-03,11.0,0.7272727272727273
Jamey-Lyn Horth,8-2-0,8.0,2.0,0.0,"5' 7""",125 lbs.,"66""",Orthodox,"Mar 30, 1990",3.52,0.0,2.55,0.62,0.0,0.42,0.76,0.0,http://ufcstats.com/fighter-details/5c637af9472ae7cc,67.0,125.0,66.0,1990-03-30,10.0,0.8
JeongYeong Lee,11-3-0,11.0,3.0,0.0,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 13, 1995",3.38,0.0,3.82,0.5,0.0,0.66,0.72,0.0,http://ufcstats.com/fighter-details/d008d785f6347dc2,70.0,145.0,73.0,1995-11-13,14.0,0.7857142857142857
Yana Santos,17-8-0 (1 NC),17.0,8.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3143bf892608139a,0.0,0.0,0.0,,25.0,0.68
Jonathan Martinez,19-6-0,19.0,6.0,0.0,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",4.44,0.0,4.09,0.56,0.0,0.35,0.68,0.0,http://ufcstats.com/fighter-details/f2477cf43c4975cc,68.0,135.0,70.0,1994-04-20,25.0,0.76
Cortavious Romious,9-4-0,9.0,4.0,0.0,"5' 4""",135 lbs.,"68""",Southpaw,"Jan 06, 1994",1.91,0.0,3.46,0.39,0.0,0.66,0.64,0.0,http://ufcstats.com/fighter-details/8173f134396cb971,64.0,135.0,68.0,1994-01-06,13.0,0.6923076923076923
Jeremy Stephens,28-20-0 (1 NC),28.0,20.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/18968f97ad34f15c,0.0,0.0,0.0,,48.0,0.5833333333333334
Zachary Scroggin,7-1-0,7.0,1.0,0.0,"6' 3""",170 lbs.,"74""",Orthodox,"Mar 09, 1996",2.4,0.0,8.8,0.68,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/03dee485905dbc9f,75.0,170.0,74.0,1996-03-09,8.0,0.875
Gaston Bolanos,8-5-0,8.0,5.0,0.0,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992",3.28,0.0,2.4,0.5,0.0,0.1,0.42,0.0,http://ufcstats.com/fighter-details/96924b0019b3aff1,67.0,135.0,69.0,1992-09-14,13.0,0.6153846153846154
Thomas Petersen,10-4-0,10.0,4.0,0.0,"6' 1""",264 lbs.,"74""",Southpaw,"Mar 30, 1995",3.38,0.0,2.95,0.55,0.0,0.5,0.87,0.0,http://ufcstats.com/fighter-details/764d39074a352e33,73.0,264.0,74.0,1995-03-30,14.0,0.7142857142857143
Nate Landwehr,18-7-0,18.0,7.0,0.0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",5.63,0.0,5.83,0.52,0.0,0.41,0.71,0.0,http://ufcstats.com/fighter-details/583ee11abddfc581,69.0,145.0,72.0,1988-06-06,25.0,0.72
Pat Sabatini,21-5-0,21.0,5.0,0.0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 09, 1990",1.69,0.0,1.09,0.5,0.0,0.5,0.5,0.0,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,68.0,145.0,70.0,1990-11-09,26.0,0.8076923076923077
Clayton Carpenter,8-2-0,8.0,2.0,0.0,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 09, 1996",3.66,0.0,2.57,0.55,0.0,0.46,0.37,0.0,http://ufcstats.com/fighter-details/b62d5280966b2460,66.0,125.0,66.0,1996-06-09,10.0,0.8
Tre'ston Vines,10-4-0,10.0,4.0,0.0,"6' 1""",185 lbs.,"79""",Orthodox,"Jun 18, 1996",0.0,0.0,3.56,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/563a1d42bb0e3cef,73.0,185.0,79.0,1996-06-18,14.0,0.7142857142857143
Armen Petrosyan,9-5-0,9.0,5.0,0.0,"6' 3""",185 lbs.,"71""",Orthodox,"Nov 03, 1990",5.84,0.0,3.31,0.53,0.0,0.33,0.41,0.0,http://ufcstats.com/fighter-details/369ea36e450ae62a,75.0,185.0,71.0,1990-11-03,14.0,0.6428571428571429
Rhys McKee,14-7-1,14.0,7.0,1.0,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",4.71,0.0,7.15,0.47,0.0,0.0,0.47,0.0,http://ufcstats.com/fighter-details/f748267c4ab6c127,74.0,170.0,78.0,1995-09-10,22.0,0.6363636363636364
Preston Parsons,11-6-0,11.0,6.0,0.0,"5' 11""",170 lbs.,"71""",Orthodox,"Jul 15, 1995",3.54,0.0,3.25,0.54,0.0,0.36,0.71,0.0,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,71.0,170.0,71.0,1995-07-15,17.0,0.6470588235294118
Josh Hokit,7-0-0,7.0,0.0,0.0,"6' 1""",236 lbs.,"73""",Orthodox,"Nov 12, 1997",5.12,0.0,1.42,0.56,0.0,0.46,0.0,0.0,http://ufcstats.com/fighter-details/955da1675ad58a50,73.0,236.0,73.0,1997-11-12,7.0,1.0
Anshul Jubli,7-2-0,7.0,2.0,0.0,"6' 0""",155 lbs.,"69""",Switch,"Jan 13, 1995",6.42,0.0,5.72,0.5,0.0,0.18,0.63,0.0,http://ufcstats.com/fighter-details/a72a2a769fa5a2be,72.0,155.0,69.0,1995-01-13,9.0,0.7777777777777778
Bogdan Grad,15-4-0,15.0,4.0,0.0,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995",4.06,0.0,5.06,0.49,0.0,0.4,0.75,0.0,http://ufcstats.com/fighter-details/fb37795db81f93f3,68.0,145.0,70.0,1995-09-28,19.0,0.7894736842105263
Patchy Mix,20-3-0,20.0,3.0,0.0,"5' 11""",135 lbs.,"70""",Southpaw,"Aug 16, 1993",5.3,0.0,7.3,0.43,0.0,0.62,0.0,0.0,http://ufcstats.com/fighter-details/2cfba6c837c03ed0,71.0,135.0,70.0,1993-08-16,23.0,0.8695652173913043
Kennedy Nzechukwu,14-6-0,14.0,6.0,0.0,"6' 5""",236 lbs.,"83""",Southpaw,"Jun 13, 1992",5.33,0.0,4.89,0.51,0.0,0.45,0.8,0.0,http://ufcstats.com/fighter-details/8667caa0451d245b,77.0,236.0,83.0,1992-06-13,20.0,0.7
Chris Barnett,23-10-0,23.0,10.0,0.0,"5' 9""",261 lbs.,"75""",Orthodox,"Jun 14, 1986",3.36,0.0,6.55,0.36,0.0,0.0,0.35,0.0,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,69.0,261.0,75.0,1986-06-14,33.0,0.696969696969697
Islam Makhachev,28-1-0,28.0,1.0,0.0,"5' 10""",170 lbs.,"70""",Southpaw,"Oct 27, 1991",2.45,0.0,1.45,0.61,0.0,0.56,0.91,0.0,http://ufcstats.com/fighter-details/275aca31f61ba28c,70.0,170.0,70.0,1991-10-27,29.0,0.9655172413793104
Aleksandar Rakic,14-6-0,14.0,6.0,0.0,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",4.13,0.0,2.86,0.51,0.0,0.21,0.85,0.0,http://ufcstats.com/fighter-details/333b9e5c723ac873,76.0,205.0,78.0,1992-02-06,20.0,0.7
Darren Elkins,29-12-0,29.0,12.0,0.0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",3.4,0.0,3.34,0.51,0.0,0.34,0.56,0.0,http://ufcstats.com/fighter-details/92a9aa9c93192871,70.0,145.0,71.0,1984-05-16,41.0,0.7073170731707317
Brendson Ribeiro,17-9-0 (1 NC),17.0,9.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,0.0,0.0,0.0,,26.0,0.6538461538461539
Umar Nurmagomedov,19-1-0,19.0,1.0,0.0,"5' 8""",135 lbs.,"69""",Orthodox,"Jan 03, 1996",4.08,0.0,2.04,0.6,0.0,0.47,0.79,0.0,http://ufcstats.com/fighter-details/2b6fc1c02736833d,68.0,135.0,69.0,1996-01-03,20.0,0.95
Alexander Volkanovski,27-4-0,27.0,4.0,0.0,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",6.18,0.0,3.36,0.58,0.0,0.34,0.7,0.0,http://ufcstats.com/fighter-details/e1248941344b3288,66.0,145.0,71.0,1988-09-29,31.0,0.8709677419354839
Kelvin Gastelum,21-10-0 (1 NC),21.0,10.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8c0580d4fff106c1,0.0,0.0,0.0,,31.0,0.6774193548387096
Claudio Puelles,13-5-0,13.0,5.0,0.0,"5' 10""",155 lbs.,"72""",Southpaw,"Apr 21, 1996",1.54,0.0,2.62,0.48,0.0,0.33,0.6,0.0,http://ufcstats.com/fighter-details/d747eb273a40a920,70.0,155.0,72.0,1996-04-21,18.0,0.7222222222222222
Marco Tulio,14-2-0,14.0,2.0,0.0,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",6.69,0.0,2.58,0.59,0.0,0.26,0.0,0.0,http://ufcstats.com/fighter-details/9384e71bca6c409d,72.0,185.0,74.0,1994-06-13,16.0,0.875
Chelsea Chandler,6-4-0,6.0,4.0,0.0,"5' 8""",135 lbs.,"68""",Southpaw,"Nov 23, 1990",3.55,0.0,4.44,0.4,0.0,0.6,0.28,0.0,http://ufcstats.com/fighter-details/af9efbfd63d39734,68.0,135.0,68.0,1990-11-23,10.0,0.6
Caolan Loughran,10-2-0,10.0,2.0,0.0,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996",4.73,0.0,5.2,0.52,0.0,0.34,0.87,0.0,http://ufcstats.com/fighter-details/42ac4020cba261ad,66.0,135.0,68.0,1996-05-18,12.0,0.8333333333333334
Lucas Alexander,8-5-0,8.0,5.0,0.0,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 28, 1995",4.69,0.0,2.87,0.56,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/11583163f45c7b31,71.0,145.0,73.0,1995-07-28,13.0,0.6153846153846154
Christian Rodriguez,12-4-0,12.0,4.0,0.0,"5' 7""",145 lbs.,"71""",Orthodox,"Dec 17, 1997",3.85,0.0,2.85,0.56,0.0,0.4,0.67,0.0,http://ufcstats.com/fighter-details/5ec591b78349ba7e,67.0,145.0,71.0,1997-12-17,16.0,0.75
Cody Gibson,22-12-0,22.0,12.0,0.0,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",3.63,0.0,3.22,0.57,0.0,0.37,0.69,0.0,http://ufcstats.com/fighter-details/700a674c042b7a96,70.0,135.0,71.0,1987-09-11,34.0,0.6470588235294118
Tom Aspinall,15-3-0 (1 NC),15.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/399afbabc02376b5,0.0,0.0,0.0,,18.0,0.8333333333333334
Mairon Santos,18-1-0,18.0,1.0,0.0,"5' 7""",145 lbs.,"72""",Orthodox,"Jun 10, 2000",3.53,0.0,2.38,0.66,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/480779d7f9a424d3,67.0,145.0,72.0,2000-06-10,19.0,0.9473684210526315
Paulo Costa,15-4-0,15.0,4.0,0.0,"6' 1""",185 lbs.,"72""",Orthodox,"Apr 21, 1991",6.26,0.0,6.2,0.49,0.0,0.5,0.8,0.0,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,73.0,185.0,72.0,1991-04-21,19.0,0.7894736842105263
Movsar Evloev,19-0-0,19.0,0.0,0.0,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",3.99,0.0,2.66,0.6,0.0,0.48,0.61,0.0,http://ufcstats.com/fighter-details/76e2870ffafbe38f,67.0,145.0,72.0,1994-02-11,19.0,1.0
Jessica Penne,14-9-0,14.0,9.0,0.0,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 30, 1983",2.63,0.0,5.05,0.45,0.0,0.18,0.36,0.0,http://ufcstats.com/fighter-details/c742287ed86a09bc,65.0,115.0,67.0,1983-01-30,23.0,0.6086956521739131
ChangHo Lee,11-2-0,11.0,2.0,0.0,"5' 8""",135 lbs.,"69""",Orthodox,"May 09, 1994",3.88,0.0,2.13,0.37,0.0,0.34,0.4,0.0,http://ufcstats.com/fighter-details/117a06469813e4ef,68.0,135.0,69.0,1994-05-09,13.0,0.8461538461538461
Court McGee,23-14-0,23.0,14.0,0.0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",4.5,0.0,3.65,0.6,0.0,0.24,0.7,0.0,http://ufcstats.com/fighter-details/523fa774700d7d3f,71.0,170.0,75.0,1984-12-12,37.0,0.6216216216216216
Colby Thicknesse,8-1-0,8.0,1.0,0.0,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999",3.33,0.0,2.8,0.5,0.0,0.9,0.5,0.0,http://ufcstats.com/fighter-details/ed7d329d7c29428d,67.0,135.0,69.0,1999-06-23,9.0,0.8888888888888888
Jonathan Pearce,14-7-0,14.0,7.0,0.0,"6' 0""",145 lbs.,"71""",Switch,"May 01, 1992",5.12,0.0,3.32,0.54,0.0,0.5,0.55,0.0,http://ufcstats.com/fighter-details/87c0b1c696ddfb43,72.0,145.0,71.0,1992-05-01,21.0,0.6666666666666666
Tatsuro Taira,17-1-0,17.0,1.0,0.0,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000",2.87,0.0,2.54,0.47,0.0,0.48,0.45,0.0,http://ufcstats.com/fighter-details/4461d7e47375a895,67.0,125.0,70.0,2000-01-27,18.0,0.9444444444444444
Cameron Smotherman,12-6-0,12.0,6.0,0.0,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 17, 1997",4.07,0.0,3.52,0.58,0.0,0.0,0.62,0.0,http://ufcstats.com/fighter-details/5c84f673b7bb7c15,69.0,135.0,69.0,1997-09-17,18.0,0.6666666666666666
Diego Lopes,27-7-0,27.0,7.0,0.0,"5' 11""",145 lbs.,"72""",Orthodox,"Dec 30, 1994",4.1,0.0,4.72,0.47,0.0,0.55,0.67,0.0,http://ufcstats.com/fighter-details/f166e93d04a8c274,71.0,145.0,72.0,1994-12-30,34.0,0.7941176470588235
Mizuki,16-6-0,16.0,6.0,0.0,"5' 3""",115 lbs.,"65""",Orthodox,"Aug 19, 1994",4.45,0.0,4.65,0.49,0.0,0.33,0.8,0.0,http://ufcstats.com/fighter-details/43a59ce3bb40449e,63.0,115.0,65.0,1994-08-19,22.0,0.7272727272727273
Mateusz Gamrot,25-4-0 (1 NC),25.0,4.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/72db2a14ffa73ece,0.0,0.0,0.0,,29.0,0.8620689655172413
Ricky Simon,22-7-0,22.0,7.0,0.0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",3.04,0.0,3.85,0.61,0.0,0.41,0.76,0.0,http://ufcstats.com/fighter-details/5987b2458f4b5290,66.0,135.0,69.0,1992-08-31,29.0,0.7586206896551724
Damon Jackson,23-8-1 (1 NC),23.0,8.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/29af297d9f1de0f8,0.0,0.0,0.0,,31.0,0.7419354838709677
Norma Dumont,13-2-0,13.0,2.0,0.0,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",3.89,0.0,2.12,0.65,0.0,0.56,0.68,0.0,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,67.0,135.0,67.0,1990-10-01,15.0,0.8666666666666667
Mason Jones,17-2-0 (1 NC),17.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,0.0,0.0,0.0,,19.0,0.8947368421052632
Gabriel Bonfim,19-1-0,19.0,1.0,0.0,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",4.61,0.0,3.68,0.63,0.0,0.55,0.76,0.0,http://ufcstats.com/fighter-details/01641ba5df0c69b0,73.0,170.0,72.0,1997-08-20,20.0,0.95
Kurt Holobaugh,22-10-0 (1 NC),22.0,10.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a7151778b3381036,0.0,0.0,0.0,,32.0,0.6875
Kamaru Usman,21-4-0,21.0,4.0,0.0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",4.16,0.0,2.67,0.55,0.0,0.44,0.89,0.0,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,72.0,170.0,76.0,1987-05-11,25.0,0.84
Carlston Harris,19-7-0,19.0,7.0,0.0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 09, 1987",3.79,0.0,3.46,0.54,0.0,0.22,0.55,0.0,http://ufcstats.com/fighter-details/a53d30163304aa6e,72.0,170.0,76.0,1987-07-09,26.0,0.7307692307692307
Benoit Saint Denis,16-3-0 (1 NC),16.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c2299ec916bc7c56,0.0,0.0,0.0,,19.0,0.8421052631578947
Billy Elekana,9-2-0,9.0,2.0,0.0,"6' 3""",205 lbs.,"77""",Southpaw,"May 28, 1995",2.66,0.0,3.28,0.46,0.0,0.25,0.0,0.0,http://ufcstats.com/fighter-details/07a74004d964c7f4,75.0,205.0,77.0,1995-05-28,11.0,0.8181818181818182
Xiao Long,27-10-0,27.0,10.0,0.0,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 13, 1998",5.25,0.0,4.2,0.5,0.0,0.25,0.79,0.0,http://ufcstats.com/fighter-details/86bace9e4ad85542,68.0,135.0,70.0,1998-04-13,37.0,0.7297297297297297
Jose Ochoa,8-2-0 (1 NC),8.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/88be62d6c1e6dadb,0.0,0.0,0.0,,10.0,0.8
Trey Ogden,18-7-0 (1 NC),18.0,7.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cfc3e7bb44685289,0.0,0.0,0.0,,25.0,0.72
Lerone Murphy,17-0-1,17.0,0.0,1.0,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",4.48,0.0,2.51,0.61,0.0,0.54,0.51,0.0,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,69.0,145.0,73.0,1991-07-22,18.0,0.9444444444444444
Robert Valentin,11-6-0 (1 NC),11.0,6.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/0cd0456d6029cec2,0.0,0.0,0.0,,17.0,0.6470588235294118
Steven Nguyen,10-2-0,10.0,2.0,0.0,"5' 11""",145 lbs.,"73""",Switch,"May 19, 1993",7.47,0.0,7.1,0.6,0.0,0.1,0.88,0.0,http://ufcstats.com/fighter-details/69037fc7730e4225,71.0,145.0,73.0,1993-05-19,12.0,0.8333333333333334
Nora Cornolle,9-3-0,9.0,3.0,0.0,"5' 7""",135 lbs.,"67""",Orthodox,"Dec 06, 1989",2.75,0.0,1.98,0.58,0.0,0.11,0.47,0.0,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,67.0,135.0,67.0,1989-12-06,12.0,0.75
Nikolay Veretennikov,13-7-0,13.0,7.0,0.0,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989",2.49,0.0,3.25,0.44,0.0,0.16,0.62,0.0,http://ufcstats.com/fighter-details/0f1efce7d2571d10,73.0,170.0,74.0,1989-12-22,20.0,0.65
Ignacio Bahamondes,17-6-0,17.0,6.0,0.0,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",6.55,0.0,4.33,0.56,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/e4a47b07044ddd72,75.0,155.0,75.0,1997-08-27,23.0,0.7391304347826086
Saimon Oliveira,18-7-0,18.0,7.0,0.0,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991",2.62,0.0,3.87,0.45,0.0,0.28,0.36,0.0,http://ufcstats.com/fighter-details/72ea1984c52019b5,64.0,135.0,72.0,1991-04-21,25.0,0.72
Kaan Ofli,13-4-1,13.0,4.0,1.0,"5' 7""",145 lbs.,"66""",Orthodox,"Jun 19, 1993",1.79,0.0,2.61,0.6,0.0,0.14,0.0,0.0,http://ufcstats.com/fighter-details/7facc9c45d792985,67.0,145.0,66.0,1993-06-19,18.0,0.7222222222222222
Serghei Spivac,17-6-0,17.0,6.0,0.0,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.45,0.0,4.25,0.5,0.0,0.62,0.63,0.0,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,75.0,260.0,78.0,1995-01-24,23.0,0.7391304347826086
Melquizael Costa,24-7-0,24.0,7.0,0.0,"5' 10""",145 lbs.,"71""",Southpaw,"Sep 14, 1996",4.44,0.0,3.09,0.54,0.0,0.38,0.58,0.0,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,70.0,145.0,71.0,1996-09-14,31.0,0.7741935483870968
Muhammad Naimov,13-3-0,13.0,3.0,0.0,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",2.61,0.0,3.45,0.45,0.0,0.36,0.67,0.0,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,69.0,145.0,70.0,1994-08-07,16.0,0.8125
Austin Hubbard,17-10-0,17.0,10.0,0.0,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",3.97,0.0,4.1,0.55,0.0,0.28,0.68,0.0,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,70.0,155.0,71.0,1991-12-22,27.0,0.6296296296296297
Charles Jourdain,17-8-1,17.0,8.0,1.0,"5' 9""",135 lbs.,"69""",Switch,"Nov 27, 1995",5.48,0.0,4.25,0.56,0.0,0.21,0.47,0.0,http://ufcstats.com/fighter-details/f1d64ae34e088832,69.0,135.0,69.0,1995-11-27,26.0,0.6538461538461539
Vitor Petrino,13-2-0,13.0,2.0,0.0,"6' 2""",265 lbs.,"77""",Orthodox,"Aug 28, 1997",2.75,0.0,2.48,0.47,0.0,0.51,0.79,0.0,http://ufcstats.com/fighter-details/71171fc96445bf65,74.0,265.0,77.0,1997-08-28,15.0,0.8666666666666667
Jamall Emmers,22-8-0,22.0,8.0,0.0,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",5.1,0.0,3.92,0.57,0.0,0.53,0.81,0.0,http://ufcstats.com/fighter-details/e00a3dee329a51f7,70.0,145.0,74.0,1989-07-24,30.0,0.7333333333333333
Luana Carolina,11-5-0,11.0,5.0,0.0,"5' 6""",135 lbs.,"69""",Orthodox,"Jun 11, 1993",4.65,0.0,3.46,0.51,0.0,0.37,0.68,0.0,http://ufcstats.com/fighter-details/528b071cf3da7c56,66.0,135.0,69.0,1993-06-11,16.0,0.6875
Jacqueline Cavalcanti,10-1-0,10.0,1.0,0.0,"5' 8""",135 lbs.,"70""",Orthodox,"Aug 29, 1997",5.65,0.0,3.17,0.68,0.0,0.0,0.88,0.0,http://ufcstats.com/fighter-details/e3964ece586e0635,68.0,135.0,70.0,1997-08-29,11.0,0.9090909090909091
